Date,Open Price,High Price,Low Price,Last Traded Price,Close Price,Total Traded Quantity,Turnover (in Lakhs)
2008-01-22,548.9,580.58,494.71,550.88,550.11,37566905.76,204757.79
2008-01-21,648.67,648.67,547.27,596.91,592.9,35481202.5,217981.86
2008-01-18,694.22,694.22,648.72,653.39,653.29,24869417.12,167985.94
2008-01-17,737.16,737.16,694.49,694.69,699.25,20532538.82,146205.52
2008-01-16,725.72,733.89,705.89,728.29,721.91,23803953.62,170820.48
2008-01-15,769.59,769.59,733.03,736.46,738.69,16278685.68,121346.26
2008-01-14,737.16,756.06,729.46,752.1,751.59,11833459.88,88301.02
2008-01-11,718.61,732.73,705.89,732.73,729.83,21561250.84,155405.72
2008-01-10,708.22,722.81,703.56,705.9,706.54,17600535.42,125843.62
2008-01-09,711.17,716.39,702.94,707.99,707.91,10809033.26,76649.44
2008-01-08,711.84,719.66,700.06,712.89,712.81,21031945.26,149418.05
2008-01-07,694.17,707.06,690.72,704.86,704.78,13426060.52,94080.42
2008-01-04,677.66,704.68,677.66,695.41,698.42,17369300.1,120920.37
2008-01-03,665.52,683.72,660.44,677.67,677.59,14793532.56,100352.42
2008-01-02,666.22,672.98,656.02,668.21,667.79,13359491.3,88722.85
2008-01-01,674.38,676.49,661.58,665.75,664.64,5162591.4,34516.67
2007-12-31,677.54,683.72,669.72,673.81,672.68,5491207.92,37093.24
2007-12-28,673.69,683.72,666.51,677.89,675.52,7785982.48,52687.23
2007-12-27,676.72,682.79,670.91,675.28,675.29,16378483.82,110840.41
2007-12-26,653.39,680.15,652.92,674.85,675.9,13584885.64,90797.33
2007-12-24,645.45,653.37,629.59,651.05,650.71,11541560.56,74444.79
2007-12-20,633.55,649.65,628.16,634.48,633.24,10716323.14,68050.42
2007-12-19,625.39,649.86,618.75,632.62,630.94,16253933.26,103059.25
2007-12-18,649.88,653.41,630.76,639.15,636.48,17755653.66,114259.7
2007-12-17,665.06,673.92,632.39,645.59,647.57,15404221.96,101171.31
2007-12-14,654.55,676.72,654.55,676.72,674.07,15265358.2,101906.71
2007-12-13,672.52,682.79,656.89,656.95,661.03,14185795.8,95223.44
2007-12-12,669.95,679.06,662.72,670.77,672.26,13309249.4,89425.38
2007-12-11,666.22,676.48,660.39,672.05,673.37,13639301.52,91469.8
2007-12-10,665.05,669.44,653.69,657.12,658.74,7909804.52,52182.48
2007-12-07,677.89,677.89,653.93,665.29,663.06,14128825.82,93581.86
2007-12-06,688.39,697.26,668.61,670.89,670.6,10628506.96,71926.55
2007-12-05,679.68,681.39,668.55,677.89,677.05,8390839.46,56740.57
2007-12-04,688.39,692.03,665.1,668.55,667.97,11301643.06,76240.62
2007-12-03,673.97,686.73,666.45,685.12,684.86,10507543.26,71387.21
2007-11-30,659.22,672.82,656.49,664.12,665.44,13227972.7,88021.42
2007-11-29,659.22,664.58,652.37,658.05,656.31,17336615.44,114105.57
2007-11-28,666.22,670.84,646.15,648.95,651.59,10697171.74,70358.79
2007-11-27,675.55,675.55,659.22,660.67,663.49,10460339.7,69516.97
2007-11-26,669.11,677.88,659.94,671.62,673.11,13015237.4,87193.78
2007-11-23,647.32,661.09,634.74,660.39,656.0,10572651.18,68389.99
2007-11-22,641.72,646.31,621.88,642.88,635.82,15378591.06,97332.82
2007-11-21,646.39,652.89,627.72,634.72,632.27,19569766.12,125172.74
2007-11-20,668.53,668.53,644.05,653.39,649.85,16568352.28,109092.06
2007-11-19,673.26,678.12,662.77,663.22,665.26,7884203.6,52863.12
2007-11-16,665.05,683.26,658.52,669.97,672.44,10907305.8,73481.97
2007-11-15,672.05,679.06,665.05,669.02,670.91,11310599.52,75998.71
2007-11-14,637.05,676.49,637.05,674.38,674.02,26275911.9,172487.35
2007-11-13,626.79,635.61,620.71,628.42,628.44,18177447.4,114487.06
2007-11-12,618.38,631.15,607.18,623.05,624.36,19377484.98,120236.0
2007-11-09,651.05,651.05,627.72,627.72,638.08,2920484.28,18741.83
2007-11-08,641.72,652.17,618.85,640.86,640.05,15595997.44,100041.01
2007-11-07,642.88,654.32,630.05,644.05,646.59,14922205.66,95878.6
2007-11-06,629.75,642.88,618.68,623.09,622.16,12973292.02,81885.76
2007-11-05,633.15,638.22,614.42,622.11,620.99,19085298.56,119049.1
2007-11-02,601.35,635.88,601.35,633.79,633.15,16574206.12,102806.26
2007-11-01,658.05,662.49,618.39,623.98,625.52,25654397.6,164529.59
2007-10-31,645.92,657.7,642.65,649.88,649.6,17797594.78,115740.56
2007-10-30,662.49,666.09,639.46,646.85,646.27,18744914.38,121737.85
2007-10-29,645.22,663.89,638.22,660.33,659.89,19325087.52,126461.84
2007-10-26,618.38,633.27,607.95,629.08,629.65,16896471.68,105724.06
2007-10-25,607.88,622.54,604.9,612.55,613.26,17919998.36,110480.44
2007-10-24,616.05,618.55,596.59,609.21,610.23,18436850.58,112287.37
2007-10-23,576.38,609.98,572.88,605.84,606.68,20913012.84,124405.23
2007-10-22,560.04,579.41,553.46,564.71,562.39,21648565.64,122886.71
2007-10-19,612.31,630.05,564.64,578.01,576.22,22808727.66,132652.07
2007-10-18,641.72,697.49,589.45,592.69,602.78,32458661.68,205613.56
2007-10-17,587.58,631.22,525.28,628.91,627.15,36967088.38,224408.89
2007-10-16,619.55,630.04,611.15,617.45,618.75,24162405.02,150030.96
2007-10-15,603.24,625.38,601.16,622.93,622.2,21088302.4,129739.3
2007-10-12,614.3,635.81,593.15,598.06,598.72,42630778.92,262935.13
2007-10-11,620.48,620.48,602.61,616.06,613.84,21011803.92,128619.63
2007-10-10,614.86,626.32,602.57,610.68,611.01,21424538.32,131602.59
2007-10-09,543.94,611.11,512.84,610.0,606.71,17730005.6,104412.24
2007-10-08,584.55,590.85,556.74,560.93,564.99,16011178.8,91068.02
2007-10-05,582.17,586.88,564.71,579.88,581.63,17424221.66,100740.08
2007-10-04,555.38,569.34,551.18,566.58,566.09,14966430.86,83958.56
2007-10-03,537.18,569.38,521.54,560.29,559.09,28730595.78,158859.38
2007-10-01,539.04,543.46,527.9,533.68,534.89,19062633.16,102098.53
2007-09-28,548.38,548.38,528.54,536.01,536.26,14803084.7,79438.9
2007-09-27,543.88,553.04,537.98,544.88,540.98,14977110.06,81539.8
2007-09-26,559.81,563.55,540.21,542.59,541.83,16866396.82,92572.55
2007-09-25,540.27,566.11,540.27,559.26,559.95,14380228.18,79332.96
2007-09-24,536.71,555.38,533.24,550.99,549.66,17347783.16,94258.08
2007-09-21,509.64,536.48,508.97,535.31,532.15,12379988.44,64804.63
2007-09-20,507.77,513.78,505.68,509.17,511.11,11685528.22,59521.49
2007-09-19,498.2,509.36,485.36,508.94,507.28,14176325.06,70798.21
2007-09-18,471.37,481.64,470.41,479.07,480.25,10774398.74,51224.71
2007-09-17,473.7,480.57,471.61,471.95,473.31,6191359.12,29491.56
2007-09-14,474.87,483.25,473.3,474.55,474.81,10965634.24,52523.49
2007-09-13,472.54,474.87,469.89,472.77,473.12,8464338.18,40016.04
2007-09-12,465.77,471.61,464.84,469.62,469.77,10317790.5,48371.17
2007-09-11,464.37,468.69,463.21,464.84,464.39,9290261.28,43254.91
2007-09-10,456.21,465.54,453.64,463.32,463.34,6680240.6,30896.01
2007-09-07,462.74,464.37,456.21,456.4,458.05,7885407.8,36340.5
2007-09-06,453.64,463.9,453.41,463.21,462.7,6562148.14,30218.44
2007-09-05,463.67,465.3,455.27,455.62,458.44,10692770.64,49158.67
2007-09-04,458.3,461.3,448.33,459.47,460.38,8702070.16,39928.36
2007-09-03,457.58,461.81,452.7,455.74,456.89,8546167.7,39052.51
2007-08-31,443.37,459.7,443.1,456.9,457.58,15560762.96,70865.49
2007-08-30,443.37,449.2,438.93,441.06,446.18,18084055.92,80757.64
2007-08-29,432.64,444.26,430.53,442.2,440.97,11395690.2,50092.1
2007-08-28,427.92,441.04,426.33,439.87,439.29,13807121.64,59823.7
2007-08-27,424.23,429.46,418.17,428.48,427.92,8794925.98,37311.72
2007-08-24,409.66,415.83,406.52,414.36,414.52,7280975.06,29967.49
2007-08-23,419.8,421.9,404.87,406.5,406.97,13103199.3,54070.47
2007-08-22,407.67,418.59,400.27,413.5,412.15,18444872.84,75996.45
2007-08-21,420.03,423.0,404.93,407.26,407.63,16449025.6,68031.97
2007-08-20,420.03,430.53,415.6,418.63,419.57,10104532.4,42368.39
2007-08-17,399.26,413.94,392.78,408.6,409.04,25534291.0,103101.19
2007-08-16,418.17,418.17,402.54,404.62,405.81,17162551.5,69879.09
2007-08-14,420.03,429.37,420.03,428.9,427.75,4368727.32,18607.97
2007-08-13,425.17,428.62,421.8,426.92,426.85,6749423.92,28741.42
2007-08-10,424.7,424.7,414.48,424.23,422.15,14415055.54,60430.16
2007-08-09,440.33,446.29,428.32,429.6,430.72,15711677.22,68931.89
2007-08-08,425.4,439.84,424.42,437.49,437.64,13970262.14,60474.79
2007-08-07,422.37,424.93,418.22,421.2,422.41,13261960.12,55990.01
2007-08-06,416.07,418.17,408.69,416.77,415.4,9473478.82,39115.56
2007-08-03,422.6,429.09,419.01,420.5,420.3,12795101.24,54164.01
2007-08-02,428.67,429.3,418.17,420.27,420.16,10253488.24,43460.17
2007-08-01,435.2,437.53,417.98,418.82,419.51,17942929.48,76459.48
2007-07-31,435.2,443.79,427.73,443.11,441.85,9626664.34,42054.72
2007-07-30,439.87,443.1,429.37,430.3,431.41,11950446.72,52112.21
2007-07-27,447.99,451.77,432.87,433.8,435.79,28106094.56,123777.41
2007-07-26,445.7,454.69,444.77,453.64,453.16,16240404.28,73385.19
2007-07-25,442.2,446.17,437.53,445.24,443.98,9659139.02,42739.97
2007-07-24,446.17,450.6,445.24,445.72,446.31,9914938.2,44412.27
2007-07-23,438.7,446.87,437.53,445.72,445.51,10112177.54,44888.09
2007-07-20,443.13,446.87,438.93,439.82,441.54,15474193.8,68677.08
2007-07-19,425.4,445.47,424.05,442.9,441.69,16456465.02,71765.36
2007-07-18,428.2,429.13,420.86,424.7,425.32,13167287.3,56001.1
2007-07-17,417.47,429.09,415.39,425.88,426.54,15283356.86,64922.87
2007-07-16,415.37,417.47,412.39,414.2,414.6,6457961.74,26800.47
2007-07-13,403.65,417.86,402.83,413.5,413.75,19090111.04,78700.36
2007-07-12,398.24,402.55,398.24,401.37,401.21,6076339.26,24377.65
2007-07-11,400.66,401.09,393.47,397.64,397.47,5276192.8,21013.36
2007-07-10,400.21,400.21,395.53,397.42,397.33,4828733.86,19237.84
2007-07-09,397.37,401.24,396.93,399.03,399.25,6470213.68,25841.85
2007-07-06,399.97,403.83,393.2,398.63,399.01,6761825.86,27085.73
2007-07-05,400.9,402.54,392.15,399.78,399.0,7540828.2,29880.62
2007-07-04,399.26,404.08,398.8,399.97,400.93,9339286.14,37515.81
2007-07-03,391.12,399.7,391.12,398.53,398.4,11487153.26,45704.16
2007-07-02,397.63,399.5,391.81,393.21,393.04,11732247.54,46375.8
2007-06-29,396.7,399.26,394.13,396.93,396.83,11295570.64,44819.28
2007-06-28,398.8,400.15,393.52,394.95,394.83,12072323.18,47719.56
2007-06-27,396.46,401.34,394.99,396.34,396.36,6736507.78,26786.65
2007-06-26,398.8,401.37,396.7,396.7,397.46,6179814.26,24665.6
2007-06-25,398.57,399.97,395.95,398.68,398.83,12382371.1,49349.65
2007-06-22,404.87,404.87,396.39,397.2,397.89,8809273.46,35149.7
2007-06-21,404.87,407.78,401.64,403.42,404.72,6948797.4,28096.64
2007-06-20,402.9,408.09,401.83,403.95,404.39,8399765.94,33999.18
2007-06-19,390.07,403.79,389.72,402.51,402.9,9436525.9,37474.64
2007-06-18,396.19,396.19,388.88,390.53,390.07,6105034.22,23965.23
2007-06-15,396.7,399.03,389.27,389.92,392.48,8557819.68,33910.96
2007-06-14,393.43,397.4,393.2,394.83,395.78,8554459.92,33820.8
2007-06-13,396.3,398.99,389.7,389.7,390.96,9602121.92,37836.64
2007-06-12,390.84,399.46,387.99,398.57,396.44,12737042.78,49988.94
2007-06-11,420.03,420.03,387.43,389.0,388.8,9236406.8,36203.28
2007-06-08,388.3,396.2,384.35,387.81,386.68,14800432.04,57605.91
2007-06-07,390.4,398.29,387.37,388.53,389.5,11097829.92,43697.52
2007-06-06,408.6,410.23,392.57,393.24,394.67,11689179.38,46590.1
2007-06-05,405.8,408.6,401.87,406.85,407.29,7760295.86,31506.15
2007-06-04,412.8,412.8,405.7,406.15,406.49,5975581.18,24414.85
2007-06-01,413.69,415.34,407.75,408.25,408.66,6449313.82,26519.27
2007-05-31,409.54,413.44,407.67,410.73,410.42,7998670.64,32840.1
2007-05-30,408.37,415.37,406.52,408.48,409.03,13215605.06,54229.8
2007-05-29,401.83,412.57,399.69,408.89,409.98,9948295.66,40392.97
2007-05-28,406.01,408.37,400.5,401.18,402.28,6599739.58,26732.56
2007-05-25,396.99,405.34,396.95,404.14,403.24,10366703.94,41639.73
2007-05-24,408.38,410.7,400.68,401.37,403.04,12105689.22,49057.14
2007-05-23,415.37,419.52,408.37,410.94,409.8,6873083.12,28293.41
2007-05-22,412.8,416.54,405.6,415.42,415.19,16849302.4,69336.38
2007-05-21,399.03,413.03,397.68,412.1,410.92,13881593.12,56558.49
2007-05-18,393.15,398.1,389.72,398.1,396.34,9934702.42,39230.67
2007-05-17,383.89,394.31,383.89,393.2,393.26,12231525.4,47605.62
2007-05-16,373.6,384.57,373.04,383.18,381.46,12184150.42,45882.25
2007-05-15,378.15,379.41,371.85,372.55,373.01,14865381.4,55679.8
2007-05-14,375.7,379.66,374.53,377.64,378.09,8185235.06,30868.42
2007-05-11,361.93,373.36,357.32,371.75,370.82,14424470.54,53185.66
2007-05-10,375.0,375.65,367.53,367.86,369.03,7759695.9,28920.33
2007-05-09,371.03,373.36,367.18,373.13,372.95,9889761.54,36617.11
2007-05-08,375.35,376.72,371.03,371.26,371.77,9195142.78,34402.16
2007-05-07,374.53,377.57,372.43,374.3,374.88,12139226.68,45566.91
2007-05-04,380.42,381.77,368.02,369.63,369.43,15792079.72,58764.2
2007-05-03,367.53,380.37,367.53,379.43,379.47,15791711.16,58989.19
2007-04-30,361.65,366.83,350.26,366.31,364.28,10222856.28,36741.56
2007-04-27,376.17,376.17,357.5,357.8,359.18,13444847.68,48779.1
2007-04-26,375.7,379.57,369.63,371.04,372.63,26589302.44,99810.23
2007-04-25,369.16,373.36,364.73,373.05,372.99,8838816.94,32691.04
2007-04-24,362.63,370.94,359.61,369.89,369.39,10199320.92,37438.62
2007-04-23,360.06,364.03,355.93,363.68,362.7,10718808.66,38677.88
2007-04-20,348.86,360.53,348.86,359.83,359.7,10226666.0,36401.59
2007-04-19,341.92,349.91,340.84,347.7,348.25,9428949.32,32672.32
2007-04-18,343.73,349.07,343.73,347.47,346.61,9821760.98,34108.65
2007-04-17,341.86,347.23,338.91,344.92,344.38,16370260.14,56267.56
2007-04-16,330.92,341.63,330.72,340.55,340.17,7274242.7,24510.62
2007-04-13,320.92,330.41,320.92,330.37,329.48,6514104.64,21348.63
2007-04-12,322.96,325.06,320.22,324.13,323.78,4710139.98,15211.85
2007-04-11,323.23,326.32,321.34,323.48,323.57,7189520.56,23260.82
2007-04-10,324.25,324.36,319.83,323.22,323.05,5679996.44,18286.67
2007-04-09,318.53,323.89,317.82,323.41,323.03,4765057.26,15348.17
2007-04-05,318.06,318.48,315.54,317.36,317.09,5200178.56,16478.09
2007-04-04,314.56,319.45,314.49,318.46,318.12,8528147.62,27067.93
2007-04-03,308.14,314.09,305.57,311.53,312.87,11403973.86,35391.1
2007-04-02,316.19,317.08,304.58,305.69,306.61,14100362.26,43726.63
2007-03-30,317.36,320.84,315.77,320.16,319.76,11337113.22,36121.14
2007-03-29,318.29,319.46,314.09,316.42,316.71,11347963.82,35965.18
2007-03-28,317.36,320.62,313.29,313.87,315.02,9141459.7,28919.46
2007-03-26,322.73,322.73,315.02,319.11,318.42,6315493.98,20228.03
2007-03-23,321.09,322.92,317.36,321.58,321.1,8168449.2,26215.02
2007-03-22,314.33,322.01,314.33,320.99,320.92,10345011.3,33051.18
2007-03-21,308.03,313.58,304.53,313.01,312.69,5138027.56,15896.23
2007-03-20,305.0,308.93,304.54,306.85,306.15,5067901.54,15536.25
2007-03-19,301.09,305.0,300.17,303.44,303.97,5103020.9,15447.09
2007-03-16,297.0,302.18,295.28,300.72,300.87,11096933.82,33082.89
2007-03-15,300.61,303.13,295.98,295.98,297.0,12355721.38,36966.94
2007-03-14,302.92,302.92,291.87,297.34,297.45,11611451.78,34672.1
2007-03-13,304.47,308.17,302.05,306.62,307.03,6834396.7,20918.02
2007-03-12,307.76,308.84,302.46,304.77,304.47,9316804.92,28508.89
2007-03-09,309.63,312.36,301.99,303.04,305.05,10420349.06,31853.43
2007-03-08,305.23,310.09,298.52,309.4,309.06,14458259.64,44078.47
2007-03-07,303.38,307.55,291.84,300.11,298.21,14909694.98,44597.19
2007-03-06,294.82,302.43,292.34,301.99,300.34,15354151.4,45741.01
2007-03-05,300.83,301.07,288.85,289.53,291.43,23288107.96,68385.07
2007-03-02,317.27,317.27,302.69,304.77,304.58,20513453.18,63711.27
2007-03-01,318.19,318.19,305.24,316.34,316.51,17079546.44,53288.79
2007-02-28,312.43,319.35,308.04,312.89,312.99,30494769.08,96299.9
2007-02-27,302.02,327.47,302.02,324.9,325.24,12914653.86,41942.72
2007-02-26,328.6,330.88,317.61,324.5,325.49,31322509.3,101057.94
2007-02-23,329.53,334.09,324.46,328.49,327.04,16211929.1,53352.13
2007-02-22,327.45,329.98,323.98,325.55,326.76,16074601.88,52678.51
2007-02-21,321.9,329.76,321.9,324.9,325.54,6600487.94,21649.75
2007-02-20,330.69,334.25,326.35,326.64,327.36,14174824.26,46893.8
2007-02-19,326.29,330.92,326.29,328.81,328.78,6753842.96,22219.65
2007-02-15,319.93,327.15,319.93,326.18,325.59,8834912.9,28669.25
2007-02-14,315.91,320.9,310.62,320.74,318.67,6143279.32,19456.98
2007-02-13,313.8,320.51,310.56,319.35,316.11,6238914.46,19741.56
2007-02-12,320.97,320.97,313.15,313.8,314.48,5480207.34,17342.88
2007-02-09,324.09,325.55,317.04,320.99,322.08,6647261.92,21474.51
2007-02-08,323.27,324.67,319.58,323.98,323.3,4330131.22,13951.23
2007-02-07,323.51,323.93,319.64,322.56,322.8,6598858.82,21258.72
2007-02-06,307.78,325.83,307.78,320.51,321.48,7590463.48,24486.48
2007-02-05,319.35,321.9,317.5,321.67,321.05,4160817.58,13318.71
2007-02-02,320.2,322.52,316.58,319.35,318.21,7051910.32,22526.56
2007-02-01,316.57,320.27,315.66,320.27,318.79,3973795.18,12621.29
2007-01-31,320.73,321.43,314.4,315.21,316.21,11667762.9,37014.98
2007-01-29,317.04,322.56,315.93,319.35,319.88,7308518.94,23384.77
2007-01-25,319.28,319.28,315.31,317.04,317.18,10932848.96,34634.92
2007-01-24,318.05,318.05,314.78,316.81,316.92,7272522.36,23018.23
2007-01-23,317.28,319.52,314.18,314.49,314.85,5245490.52,16614.95
2007-01-22,320.51,322.81,317.28,317.5,317.93,6773768.56,21591.12
2007-01-19,330.46,330.46,318.02,319.93,319.99,27910615.38,89475.83
2007-01-18,313.56,320.44,312.17,317.04,316.43,15261878.24,48435.96
2007-01-17,314.26,315.18,311.28,312.79,312.37,6759650.82,21160.86
2007-01-16,316.34,317.5,311.04,311.64,311.7,7750326.4,24272.92
2007-01-15,315.83,317.5,311.48,315.88,315.87,13903639.82,43793.91
2007-01-12,302.85,311.25,299.68,310.9,309.98,19355577.08,59219.89
2007-01-11,295.05,300.83,292.78,299.93,300.03,9628955.46,28669.16
2007-01-10,295.05,298.73,292.53,295.05,294.63,20799239.36,61521.94
2007-01-09,299.63,299.63,294.36,296.46,295.81,11067963.68,32742.28
2007-01-08,299.45,299.45,293.11,295.05,295.48,9469546.28,27967.39
2007-01-05,295.05,303.62,295.05,298.29,298.09,13167606.66,39520.73
2007-01-04,298.52,300.83,295.52,296.21,296.32,13060857.1,38836.71
2007-01-03,297.37,298.73,295.13,297.6,297.26,6437600.1,19128.09
2007-01-02,295.05,297.55,293.96,297.07,296.42,4969094.56,14713.73
2006-12-29,296.22,297.83,292.78,294.12,293.93,9698675.64,28545.18
2006-12-28,300.14,301.53,293.49,297.35,294.98,17691419.44,52466.05
2006-12-27,297.37,300.35,296.32,299.68,299.3,10096046.94,30211.87
2006-12-26,297.34,297.34,292.97,295.95,295.52,7117905.52,21029.39
2006-12-22,291.94,295.05,290.71,294.13,294.48,6061947.76,17816.36
2006-12-21,289.73,293.34,287.67,291.81,291.91,10001116.18,29103.68
2006-12-20,291.58,295.05,285.4,289.28,289.01,18154016.76,52619.81
2006-12-19,300.32,300.32,284.64,288.83,290.09,18259647.1,53131.01
2006-12-18,291.58,300.37,287.66,299.25,298.32,10899821.12,32006.67
2006-12-15,292.97,293.89,288.22,290.09,290.12,10436891.06,30368.09
2006-12-14,288.11,294.68,286.73,292.51,291.45,12987450.84,37702.01
2006-12-13,281.14,287.44,277.93,287.13,286.58,22711756.22,64645.29
2006-12-12,286.49,291.35,272.22,280.01,278.95,29722946.74,84014.69
2006-12-11,296.21,296.21,283.78,284.52,286.95,19601231.16,56739.8
2006-12-08,301.99,301.99,292.74,292.79,293.7,12608276.6,37365.55
2006-12-07,296.44,302.92,296.44,300.61,301.07,16522558.56,49743.96
2006-12-06,297.32,300.59,293.93,296.32,296.52,13824252.84,41052.12
2006-12-05,296.21,299.54,292.74,296.07,296.1,16270694.72,48328.5
2006-12-04,292.74,295.28,290.56,292.74,291.56,10795465.56,31626.61
2006-12-01,288.13,293.64,288.13,291.81,291.83,9854113.52,28762.63
2006-11-30,289.49,291.81,286.96,288.63,287.98,11630080.98,33589.63
2006-11-29,290.44,292.9,288.38,289.03,289.1,7634830.48,22212.17
2006-11-28,289.1,293.82,286.93,289.96,289.43,13466698.2,39110.35
2006-11-27,292.04,293.66,289.42,289.85,289.93,7831869.7,22781.45
2006-11-24,293.89,294.91,291.19,291.63,292.12,9092718.54,26663.28
2006-11-23,296.21,298.47,293.66,294.08,294.34,7955541.56,23519.19
2006-11-22,296.18,298.64,294.43,295.57,295.78,7787472.46,23092.15
2006-11-21,293.2,295.84,291.38,294.51,294.83,7904882.72,23216.54
2006-11-20,283.54,293.41,283.54,292.77,291.35,12043527.6,34733.23
2006-11-17,293.89,294.36,289.81,291.58,291.4,5424185.76,15825.61
2006-11-16,292.74,296.67,290.46,292.97,292.91,6984031.02,20568.7
2006-11-15,296.67,297.56,291.14,291.61,292.19,9050607.28,26609.9
2006-11-14,298.61,299.89,294.46,297.37,296.07,7021341.3,20827.11
2006-11-13,298.06,299.91,296.67,297.04,297.46,4870486.36,14506.58
2006-11-10,293.2,299.38,289.99,298.98,297.44,14836885.08,43931.43
2006-11-09,290.65,293.11,287.83,291.6,291.72,17702706.72,51475.91
2006-11-08,298.82,299.61,287.26,289.45,289.79,21097898.74,61630.29
2006-11-07,302.69,304.53,297.4,297.65,298.82,15745252.46,47332.21
2006-11-06,297.6,304.31,296.27,301.41,301.88,15110666.62,45587.17
2006-11-03,298.52,298.96,293.43,297.71,297.99,14061419.86,41635.8
2006-11-02,293.43,300.61,291.23,295.05,296.99,17937095.12,53155.23
2006-11-01,282.55,293.43,282.35,292.62,292.6,23752943.72,68839.79
2006-10-31,285.79,286.72,281.92,283.48,283.71,8851489.5,25127.99
2006-10-30,283.48,286.95,280.51,286.16,286.06,8831006.44,25179.38
2006-10-27,273.97,283.97,273.09,283.6,282.95,20640936.44,57656.26
2006-10-26,275.38,276.3,270.75,272.6,271.9,10480264.16,28637.96
2006-10-23,277.7,277.9,275.78,276.42,276.27,7690195.24,21286.55
2006-10-21,282.33,282.33,276.56,276.77,277.97,2867494.02,7995.72
2006-10-20,279.04,282.16,277.7,279.54,278.52,16389142.1,45959.91
2006-10-19,280.94,280.94,274.59,275.84,277.02,15920408.52,44245.98
2006-10-18,278.2,282.44,278.2,279.58,279.66,10656954.3,29953.39
2006-10-17,281.17,282.74,278.88,281.86,281.21,10956585.98,30775.03
2006-10-16,276.54,282.09,276.3,281.17,280.8,18789903.32,52620.93
2006-10-13,271.45,276.76,271.45,275.06,275.54,23403491.52,64326.31
2006-10-12,264.84,271.45,264.33,271.33,270.46,16810920.24,45015.82
2006-10-11,267.28,268.88,263.46,264.51,264.57,11701508.08,31087.55
2006-10-10,268.44,269.55,265.44,266.58,266.33,5690854.4,15228.97
2006-10-09,267.28,270.06,266.15,266.82,266.92,7146879.98,19148.0
2006-10-06,269.83,271.77,266.59,268.44,269.1,11678276.68,31427.94
2006-10-05,268.44,269.46,266.26,267.69,267.26,17628211.5,47238.65
2006-10-04,269.6,270.06,264.51,266.59,265.91,21983946.54,58801.05
2006-10-03,269.66,272.22,268.44,269.16,268.85,4492107.26,12130.43
2006-09-29,275.34,275.34,270.55,270.8,271.16,8755270.96,23784.71
2006-09-28,271.03,273.07,269.13,271.0,270.29,16555785.18,44830.12
2006-09-27,274.45,276.95,270.81,271.23,271.69,10461522.58,28645.92
2006-09-26,269.36,273.53,268.47,273.07,272.86,16363914.24,44529.94
2006-09-25,268.39,271.91,267.51,269.6,269.16,18623160.86,50335.05
2006-09-22,262.6,268.19,261.03,267.47,267.51,22947890.44,60961.01
2006-09-21,262.22,264.67,261.56,262.49,263.56,15999367.7,42119.32
2006-09-20,257.8,261.91,255.72,261.22,261.07,13515905.06,35073.28
2006-09-19,262.65,265.06,256.64,257.1,258.69,13225732.74,34621.07
2006-09-18,264.97,266.28,260.37,261.42,262.29,11916446.24,31401.56
2006-09-15,260.8,264.74,257.85,263.81,263.95,12999865.98,34066.58
2006-09-14,259.18,263.1,258.21,260.34,260.65,13687513.32,35732.3
2006-09-13,257.29,260.41,257.1,257.75,258.29,17305983.62,44796.2
2006-09-12,252.71,256.81,248.33,255.94,256.14,25060799.88,63545.2
2006-09-11,261.96,262.64,250.62,253.17,251.71,20581578.78,52532.84
2006-09-08,261.5,262.53,257.45,260.8,261.68,19426839.96,50495.85
2006-09-07,262.65,262.65,259.25,260.14,260.5,12125753.68,31645.32
2006-09-06,260.57,265.2,260.11,262.77,263.23,15469591.14,40731.57
2006-09-05,260.34,262.65,258.26,260.34,260.56,6432838.02,16761.2
2006-09-04,260.35,263.34,260.35,261.32,261.87,10728688.2,28106.59
2006-09-01,258.02,261.13,258.02,259.88,259.76,9272450.88,24107.89
2006-08-31,240.67,262.84,240.67,258.74,258.57,22203288.1,57712.11
2006-08-30,258.02,262.65,256.2,261.5,261.22,14209814.0,36985.78
2006-08-29,261.47,263.79,258.02,258.14,258.91,17066975.72,44377.48
2006-08-28,257.56,260.09,256.21,259.45,259.67,8961873.28,23125.38
2006-08-25,258.02,260.34,254.78,257.4,257.02,20727453.6,53378.57
2006-08-24,245.3,259.14,243.45,258.16,256.14,24436209.22,61488.59
2006-08-23,245.76,248.51,244.18,246.34,245.74,10303310.42,25406.24
2006-08-22,249.92,251.06,244.27,244.83,246.41,13374723.22,33272.12
2006-08-21,244.14,248.75,241.83,248.07,247.06,10221343.62,25066.4
2006-08-18,247.15,249.58,242.75,243.92,244.35,9324086.32,22854.51
2006-08-17,245.07,248.54,240.22,245.97,246.71,23135902.42,56757.53
2006-08-16,239.51,244.14,239.3,241.71,242.17,17793013.68,43012.42
2006-08-14,234.88,238.82,231.92,238.47,238.18,11423906.5,27080.04
2006-08-11,228.15,234.88,225.63,233.49,233.96,23876395.18,55154.85
2006-08-10,228.64,229.1,223.82,226.27,226.54,11675640.66,26422.06
2006-08-09,226.13,230.58,224.47,227.94,228.64,14556846.24,33242.71
2006-08-08,221.12,226.72,221.0,226.09,226.13,9548025.78,21393.96
2006-08-07,224.01,224.17,220.3,220.82,220.99,10512665.4,23280.29
2006-08-04,228.64,231.3,222.68,223.89,223.96,21583260.78,48997.28
